Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Document Type,Publication Stage,Source,EID
"Li R., Xiang C., Zhang X., Guo D.-A., Ye M.",55844765200;56482807700;23395564000;35242576200;7202048825;,Chemical analysis of the Chinese herbal medicine turmeric (Curcuma longa L.),2010,Current Pharmaceutical Analysis,6,4,,256,268,,18,10.2174/157341210793292356,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952746331&doi=10.2174%2f157341210793292356&partnerID=40&md5=1469c1f06321c074ea0cfa23f92ba16f,Chemical analysis; Chinese herbal medicine; Curcuma longa L; Curcuminoids; Quality control; Sesquiterpenes,Review,Final,Scopus,2-s2.0-79952746331
"Jiang M.-H., Zhu L., Jiang J.-G.",37861505600;56365697300;34769839300;,Immunoregulatory actions of polysaccharides from Chinese herbal medicine,2010,Expert Opinion on Therapeutic Targets,14,12,,1367,1402,,110,10.1517/14728222.2010.531010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78249240923&doi=10.1517%2f14728222.2010.531010&partnerID=40&md5=5ad5f90c3830fc8b7c9dc10019360b91,Chinese herbal medicine; immunoregulatory effects; mechanism; polysaccharide,Review,Final,Scopus,2-s2.0-78249240923
"Gairola S., Gupta V., Bansal P., Singh R., Maithani M.",36995899100;57223724824;36995752300;56937293800;36171848100;,Herbal antitussives and expectorants - A review,2010,International Journal of Pharmaceutical Sciences Review and Research,5,2,,5,9,,14,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952013917&partnerID=40&md5=8730c88a76ce01aa4ed05f795063c2b2,Antitussive activity; Cough; Expectorants; Medicinal plants,Review,Final,Scopus,2-s2.0-79952013917
"Tushar, Basak S., Sarma G.C., Rangan L.",37035134500;37033360300;14056875300;20436756200;,Ethnomedical uses of Zingiberaceous plants of Northeast India,2010,Journal of Ethnopharmacology,132,1,,286,296,,105,10.1016/j.jep.2010.08.032,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957853693&doi=10.1016%2fj.jep.2010.08.032&partnerID=40&md5=89111e19be193c9ebdf2aac5329f9510,Ethnomedicine; Northeast India; Traditional knowledge; Zingiberaceae,Article,Final,Scopus,2-s2.0-77957853693
"Hussain R.A., Yasmin F., Nawaz H., Badshah A.",35743187100;36245465600;16043378700;6701864283;,SEM-EDS and ICP-AES analysis of common food additives,2010,Journal of the Korean Chemical Society,54,5,,551,555,,1,10.5012/jkcs.2010.54.5.551,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149434397&doi=10.5012%2fjkcs.2010.54.5.551&partnerID=40&md5=d037776b2a3e5ecb005c8706d898a427,ICP-AES; SEM-EDS; Spices (food additives for taste),Article,Final,Scopus,2-s2.0-78149434397
"Edeas M., Attaf D., Mailfert A.-S., Nasu M., Joubet R.",55649356700;8347034600;36468891900;36468926700;36468600100;,"Maillard Reaction, mitochondria and oxidative stress: Potential role of antioxidants [Réaction de Maillard, mitochondrie et stress oxydatif: quel rôle pour les antioxydants?]",2010,Pathologie Biologie,58,3,,220,225,,44,10.1016/j.patbio.2009.09.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953612373&doi=10.1016%2fj.patbio.2009.09.011&partnerID=40&md5=f291f90ba93d8ba47621e0bf64680983,Antioxidants; Curcumin; Glycation; Green tea; Maillard Reaction; Mitochondria; Oxidative stress,Article,Final,Scopus,2-s2.0-77953612373
"Chen S., Flower A., Ritchie A., Liu J., Molassiotis A., Yu H., Lewith G.",35168689800;23027691300;24327147200;26654297600;7006805773;35726434700;7007030912;,Oral Chinese herbal medicine (CHM) as an adjuvant treatment during chemotherapy for non-small cell lung cancer: A systematic review,2010,Lung Cancer,68,2,,137,145,,68,10.1016/j.lungcan.2009.11.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950459454&doi=10.1016%2fj.lungcan.2009.11.008&partnerID=40&md5=7176280624edb99f251bf62de1cbe44e,Chinese herbal medicine; Complementary medicine; Non-small cell lung cancer; Systematic review,Review,Final,Scopus,2-s2.0-77950459454
"Chen J.-J., Tsai C.-S., Hwang T.-L., Shieh P.-C., Chen J.-F., Sung P.-J.",7501897372;36991142600;57154876900;23478776200;37046590200;57154895400;,Sesquiterpenes from the rhizome of Curcuma longa with inhibitory activity on superoxide generation and elastase release by neutrophils,2010,Food Chemistry,119,3,,974,980,,36,10.1016/j.foodchem.2009.07.060,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449094675&doi=10.1016%2fj.foodchem.2009.07.060&partnerID=40&md5=07427fd12481c645f1f8575607f85597,Curcuma longa; Inhibitory activity on neutrophil pro-inflammatory responses; Sesquiterpenes; Structure elucidation; Zingiberaceae,Article,Final,Scopus,2-s2.0-70449094675
"Wungsintaweekul J., Sitthithaworn W., Putalun W., Pfeifhoffer H.W., Brantner A.",6602157020;7801683693;6602879495;37119315000;7004057097;,"Antimicrobial, antioxidant activities and chemical composition of selected Thai spices",2010,Songklanakarin Journal of Science and Technology,32,6,,589,598,,19,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955690529&partnerID=40&md5=4bb446438463f0c1e585d7db8e882a23,Antimicrobial; Antioxidant; Chemical composition; Gc-ms,Article,Final,Scopus,2-s2.0-79955690529
"Heredia Vieira S.C., Sólon S., Vieira M.C., Heredia Zárate N.A.",56493183700;6506665035;14042677000;24588372800;,Survey of herbal compounding pharmacies handled in Dourados-MS [Levantamento de fitoterápicos manipulados em farmácias magistrais de Dourados-MS],2010,Revista Brasileira de Farmacognosia,20,1,,28,34,,5,10.1590/s0102-695x2010000100007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953736589&doi=10.1590%2fs0102-695x2010000100007&partnerID=40&md5=7fb7633bc5c4b8d765d52e8aa465f934,Manipulation; Pharmaceutical forms; Phytocomplexes; Phytotherapy,Article,Final,Scopus,2-s2.0-77953736589
"Oh Y.-S., Kwon H.-Y., Jeong S.-J., Park K.-Y., Kim S.-Y., Lee H.-J., Lee H.-J., Lee E.-O., Ahn K.S., Kim S.-H.",36805766300;35181555100;36145097500;57199735162;57192837616;16203066800;34976941900;7406969236;7202870728;55798043600;,Sojucktang induces apoptosis via loss of mitochondrial membrane potential and caspase-3 activation in KLE human endometrial cancer cells,2009,Chinese Science Bulletin,54,23,,4387,4392,,1,10.1007/s11434-009-0656-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-74749091262&doi=10.1007%2fs11434-009-0656-7&partnerID=40&md5=f18d490a01d2d338bfbc8deffcf873bc,Apoptosis; Caspase-3; KLE cells; Mitochondria; Sojucktang,Article,Final,Scopus,2-s2.0-74749091262
"Katteboina S., Chandrasekhar P V.S.R., Balaji S.",36113564100;36112728500;57198257899;,Approaches for the development of solid self-emulsifying drug delivery systems and dosage forms,2009,Asian Journal of Pharmaceutical Sciences,4,4,,240,253,,28,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953453032&partnerID=40&md5=400b50e718ea2ceb6f4fca38ba03df95,Excipient; Lipid formulation classification system; Lipid-based formulation; Self-dispersion; Self-emulsifying drug delivery system; Surfactant,Review,Final,Scopus,2-s2.0-77953453032
"Teng F., Zhong H.-M., Chen C.-X., Liu H.-Y.",55254319200;9041341900;35291533200;56076457200;,Four new eudesmane sesquiterpenoid lactones from Chloranthus serratus,2009,Helvetica Chimica Acta,92,7,,1298,1303,,14,10.1002/hlca.200800450,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67749108549&doi=10.1002%2fhlca.200800450&partnerID=40&md5=e264552e7ee1acc7522c77161a0099e0,,Article,Final,Scopus,2-s2.0-67749108549
"Parekh H.S., Liu G., Wei M.Q.",22954382300;57198573277;34977664500;,A new dawn for the use of traditional Chinese medicine in cancer therapy,2009,Molecular Cancer,8,,21,,,,77,10.1186/1476-4598-8-21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-64249169883&doi=10.1186%2f1476-4598-8-21&partnerID=40&md5=9d2f77d5d8bdc470a9eec02d556778d1,,Review,Final,Scopus,2-s2.0-64249169883
"Wang S.X., Lu D.J., Li Y.H.",55766758900;56742355600;57190763116;,Observation on therapeutic effect of acupoint application on dysmenorrhea of excess syndrome and effect on prostaglandins,2009,Zhongguo zhen jiu = Chinese acupuncture & moxibustion,29,4,,265,268,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67651156373&partnerID=40&md5=3313b2b154a8e6da577e3da04e45bf6b,,Article,Final,Scopus,2-s2.0-67651156373
Wang J.,57200029596;,Prof. Sun Tongjiao's experience in treating senile disease,2008,Journal of Traditional Chinese Medicine,28,3,,198,201,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-54949124932&partnerID=40&md5=cf259039e79481aa4d135b1ecfe02e47,,Article,Final,Scopus,2-s2.0-54949124932
"Souri E., Amin G., Farsam H., Jalalizadeh H., Barezi S.",6602084899;35612172800;7003847696;8881671400;34767957900;,Screening of thirteen medicinal plant extracts for antioxidant activity,2008,Iranian Journal of Pharmaceutical Research,7,2,,149,154,,64,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69749105442&partnerID=40&md5=afe7150c9541b394f1e5dd605c79a2da,Antioxidant; DPPH; Free radical; Linoleic acid; Medicinal plant; Radical scavenging,Article,Final,Scopus,2-s2.0-69749105442
"Niu B.Z., Li Y.H.",36862641100;57218666500;,Observation on clinical therapeutic effect of point sticking therapy on hyperplasia of mammary glands,2008,Zhongguo zhen jiu = Chinese acupuncture & moxibustion,28,3,,179,182,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43249125585&partnerID=40&md5=fc323f3d288d85c2a731969b3523d0e5,,Article,Final,Scopus,2-s2.0-43249125585
"Yao Y.-Q., Xu Y.-H., Zhou H.-Y., Cui C.-Z., Wang Y.-Z.",36931785000;23992008700;56138917700;57195309909;8982731200;,Role of ERK in the inhibitory effects of elemene on the proliferation of rat C6 glioblastoma cells,2007,Tumor,27,10,,777,779+786,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953394462&partnerID=40&md5=95e864c72197731a779ca5ca95ccc65a,Antineoplastic agents (TCD); Cell proliferation; Clioma; Extracellular signal-regulated MAP kinases,Article,Final,Scopus,2-s2.0-77953394462
"Wang S.-S., Zhang J.-M., Guo X.-H., Song Q.-L., Zhao W.-J.",54780835500;55870943000;57309537500;13008701600;7403943669;,A new eudesmane sesquiterpene lactone from Curcuma wenyujin,2007,Yaoxue Xuebao,42,10,,1062,1065,,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-42149193194&partnerID=40&md5=f3715a165a9ab4d22f2a2ac0afdb27aa,Curcuma wenyujin; Sesquiterpene; Wenjujinlactone A,Article,Final,Scopus,2-s2.0-42149193194
"Wei W., Tang L., Yang Y., Li L., Qu C.",55249069400;56664953400;55632020200;57196183836;35082524100;,Effect of elemene on telomerase activity and expression of survivin in retinoblastoma HXO-RB44 cells,2007,Chinese Ophthalmic Research,25,9,,651,654,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35548992914&partnerID=40&md5=9cc2ee2743f96879b1d8f4c68e943494,Elemene; Retinoblastoma; Survivin; Telomerase activity,Article,Final,Scopus,2-s2.0-35548992914
"Choochote W., Chaithong U., Kamsuk K., Jitpakdi A., Tippawangkosol P., Tuetun B., Champakaew D., Pitasawat B.",7007030712;6602880175;15135993200;6603889210;6603012085;6507076535;12785812500;6603048595;,Repellent activity of selected essential oils against Aedes aegypti,2007,Fitoterapia,78,5,,359,364,,121,10.1016/j.fitote.2007.02.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347324937&doi=10.1016%2fj.fitote.2007.02.006&partnerID=40&md5=611c0eda148f0aa5c2df9c79074fd445,Aedes aegypti; Essential oils; Repellents; Zanthoxylum piperitum,Article,Final,Scopus,2-s2.0-34347324937
"Liu Y.F., Yu H.M., Zhang C., Yang R.X., Yan F.F., Liu Y., Zhang Y., Zhao Y.X.",57192560575;57214396904;56118477400;22982294600;24492641200;56395566600;56016341800;26430179500;,Effects of Quyu Xiaoban capsules on clinical outcomes and platelet activation and aggregation in patients with unstable angina pectoris,2007,Journal of Alternative and Complementary Medicine,13,3,,369,374,,3,10.1089/acm.2006.6226,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247597244&doi=10.1089%2facm.2006.6226&partnerID=40&md5=4b406d41410d455c818bf3088f17a42f,,Article,Final,Scopus,2-s2.0-34247597244
"Prakash D., Suri S., Upadhyay G., Singh B.N.",7006429902;15924479100;15836278300;57211377035;,"Total phenol, antioxidant and free radical scavenging activities of some medicinal plants",2007,International Journal of Food Sciences and Nutrition,58,1,,18,28,,167,10.1080/09637480601093269,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847236218&doi=10.1080%2f09637480601093269&partnerID=40&md5=00647c6c83a008b36d011eeba36e281d,Anti-radical power; Antioxidant activity; DNA damage; Free radical scavenging activity; MS/MS; Reducing power; Total phenols,Article,Final,Scopus,2-s2.0-33847236218
"Aggarwal B.B., Sundaram C., Malani N., Ichikawa H.",35375758200;16680368400;16241971700;8852576800;,Curcumin: The Indian solid gold,2007,Advances in Experimental Medicine and Biology,595,,,1,75,,1146,10.1007/978-0-387-46401-5_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934444192&doi=10.1007%2f978-0-387-46401-5_1&partnerID=40&md5=9f03a9051830537d40e2378d68318cb0,,Review,Final,Scopus,2-s2.0-84934444192
"Hu S.-J., Yang L., Zhu Q.-J., Peng H.-G.",26530483400;55733076900;7403313710;57222308424;,"Effect of β-elemene on the expression of transforming growth factor-β1, α-smooth muscle actin and collagen-I in rats with hepatic fbrosis",2007,World Chinese Journal of Digestology,15,12,,1324,1330,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922686949&partnerID=40&md5=47411ff5abb3ac76023cfde88f57217e,Collagen-I; Immunohistochemistry; Liver fbrosis; α-smooth muscle actin; β-elemene,Article,Final,Scopus,2-s2.0-84922686949
"Rui D., Xiaoyan C., Taixiang W., Guanjian L.",24344959500;57188536816;8382858500;24343717700;,Elemene for the treatment of lung cancer,2007,Cochrane Database of Systematic Reviews,,4,CD006054,,,,14,10.1002/14651858.CD006054.pub2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44949186551&doi=10.1002%2f14651858.CD006054.pub2&partnerID=40&md5=a92dab4ba1a69bbb20aa629348bf5597,"Antineoplastic agents, phytogenic [*therapeutic use]; Lung neoplasms [*drug therapy]; Phytotherapy [*methods]; Sesquiterpenes [*therapeutic use]",Review,Final,Scopus,2-s2.0-44949186551
"Zhao J., Li Q.Q., Zou B., Wang G., Li X., Kim J.E., Cuff C.F., Huang L., Reed E., Gardner K.",55264167600;7405859190;55605263100;8319082700;57206741688;57207436839;7003566795;55712848100;8079775000;15026161900;,In vitro combination characterization of the new anticancer plant drug β-elemene with taxanes against human lung carcinoma,2007,International Journal of Oncology,31,2,,241,252,,74,10.3892/ijo.31.2.241,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35148900318&doi=10.3892%2fijo.31.2.241&partnerID=40&md5=8d0ab563649a64d2e4072000eb8b7e2c,Apoptosis; Combination index; Drug resistance; Lung cancer; Synergism; Taxane; β-elemene,Article,Final,Scopus,2-s2.0-35148900318
"Tang J.-L., Sun J., He Z.-G.",9633964500;8734512600;7403884967;,Self-emulsifying drug delivery systems: Strategy for improving oral delivery of poorly soluble drugs,2007,Current Drug Therapy,2,1,,85,93,,133,10.2174/157488507779422400,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248152851&doi=10.2174%2f157488507779422400&partnerID=40&md5=b44ed2f696d88478a4b71c6ba6ad40eb,Bioavailability; Lipid-based systems; Oral delivery; Poorly soluble drugs; Self-emulsifying; Self-microemulsifying,Review,Final,Scopus,2-s2.0-34248152851
"Li Y.H., Yin L.L., Wang S.X., Wang L.H.",57190763116;16302545600;55766758900;16302281800;,Observation on the therapeutic effect of acupoint application on constipation,2007,Zhongguo zhen jiu = Chinese acupuncture & moxibustion,27,3,,189,190,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247897176&partnerID=40&md5=29cfd13a86fe5f4c2b8941950e82217a,,Article,Final,Scopus,2-s2.0-34247897176
"Wang Z.-C., Du X., Gong P.-S., Guo W., Li Y.B., Kang S.-A., Li W.-X., Li X.-K., Gong S.-L.",55719631300;55176508300;12798951100;56415446200;36078964900;36488030900;57211198157;8401769600;7203001240;,Therapeutic effects of oleum curcumae wenchowensis on skin damage of guinea pigs irradiated by UVB,2006,Journal of Jilin University Medicine Edition,32,6,,1012,1015,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845609624&partnerID=40&md5=02fa9bf5382d978542c44c09ce386c3c,Oxidant; Rhizome curcumae zedoariae/therapeutic; Ultraviolet,Article,Final,Scopus,2-s2.0-33845609624
"Tang Y., Truedler R., Tebbe B., Orfanos C.",15056943700;15056970700;7006290939;55953245300;,Treatment of localized scleroderma with herbs of traditional chinese medicine [Einsatz von Kräutern der traditionellen chinesischen Medizin (TCM) bei der zirkumskripten Sklerodermie],2006,Kosmetische Medizin,27,3,,100,109,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750735443&partnerID=40&md5=1504b195dd98aa3919b05e6034ead06b,Localized scleroderma; Penicillin; Traditional chinese medicine,Review,Final,Scopus,2-s2.0-33750735443
Yu R.-M.,55463701000;,Biosynthesis and biotransformation of biological active constituents from natural medicines,2006,Chinese Traditional and Herbal Drugs,37,9,,1281,1288,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750474413&partnerID=40&md5=8d876299c8eeae243750f72329be7319,Active constituents; Biosynthesis; Biotransformation; Natural medicines,Review,Final,Scopus,2-s2.0-33750474413
"Sookkongwaree K., Geitmann M., Roengsumran S., Petsom A., Danielson U.H.",6508368590;6504545259;6701658952;7003976567;35587971300;,Inhibition of viral proteases by Zingiberaceae extracts and flavones isolated from Kaempferia parviflora,2006,Pharmazie,61,8,,717,721,,51,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748075463&partnerID=40&md5=2972c4d373023c2038bcacb5cac11296,,Article,Final,Scopus,2-s2.0-33748075463
"Liu Y., Wang R., Qiu G.-Q., Nan K.-J., Sun X.-C.",55742212700;57201333523;7103292166;6603634010;7405621507;,Inhibitory effect of Fuzheng Yiliuyin in combination with chemotherapeutics on human gastric carcinoma cell strain,2006,World Journal of Gastroenterology,12,25,,4071,4073,,1,10.3748/wjg.v12.i25.4071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746256634&doi=10.3748%2fwjg.v12.i25.4071&partnerID=40&md5=b5948716b097e882c6effa4747f8f5f6,Chemotherapeutics; Human gastric carcinoma cell strain; Traditional Chinese medicine,Article,Final,Scopus,2-s2.0-33746256634
"Kong Y., Zhang J.-W.",36892178600;55720467700;,Experimental study on rat model of endometriosis treated with tamoxifen and rhizoma curcumae oil,2006,Journal of Sichuan University (Medical Science Edition),37,4,,596,598,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746645607&partnerID=40&md5=b809ac7c6a4a5f4196212605480e6eea,Endometriosis; Medical Therapy; Rhizoma Curcumae Zedoariae; Tamoxifen; Vessel epithelial growth factor,Article,Final,Scopus,2-s2.0-33746645607
Williamson E.,24432068600;,Systems of traditional medicine from South and South East Asia,2006,Pharmaceutical Journal,276,7399,,539,540,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646552703&partnerID=40&md5=18b8120da33b4a9e7498f2d0af4d96a9,,Review,Final,Scopus,2-s2.0-33646552703
